ELE030.RF.1st,ELE030,Strength of Sequoia,3,RF,1st,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/ELE030.width-450.png,Elemental,Guardian,Action,Aura
ELE030.NF.Unl,ELE030,Strength of Sequoia,3,NF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE030.width-450.png,Elemental,Guardian,Action,Aura
ELE030.RF.Unl,ELE030,Strength of Sequoia,3,RF,Unl,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE030.width-450.png,Elemental,Guardian,Action,Aura
OLD023.NF,OLD023,Strength of Sequoia,3,NF,,C,2,,3,https://storage.googleapis.com/fabmaster/media/images/OLD023.width-450.png,Elemental,Guardian,Action,Aura
1HP168.NF,1HP168,Stroke of Foresight,1,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/1HP168.width-450.png,Warrior,Attack Reaction
TEA009.NF,TEA009,Stroke of Foresight,1,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/TEA9.width-450.png,Warrior,Attack Reaction
WTR138.NF.Alpha,WTR138,Stroke of Foresight,1,NF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR138.png,Warrior,Attack Reaction
WTR138.RF.Alpha,WTR138,Stroke of Foresight,1,RF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR138.png,Warrior,Attack Reaction
WTR138.NF.Unl,WTR138,Stroke of Foresight,1,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR138.png,Warrior,Attack Reaction
WTR138.RF.Unl,WTR138,Stroke of Foresight,1,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR138.png,Warrior,Attack Reaction
1HP169.NF,1HP169,Stroke of Foresight,2,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/1HP169.width-450.png,Warrior,Attack Reaction
TEA017.NF,TEA017,Stroke of Foresight,2,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/TEA17.width-450.png,Warrior,Attack Reaction
WTR139.NF.Alpha,WTR139,Stroke of Foresight,2,NF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR139.png,Warrior,Attack Reaction
WTR139.RF.Alpha,WTR139,Stroke of Foresight,2,RF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR139.png,Warrior,Attack Reaction
WTR139.NF.Unl,WTR139,Stroke of Foresight,2,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR139.png,Warrior,Attack Reaction
WTR139.RF.Unl,WTR139,Stroke of Foresight,2,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR139.png,Warrior,Attack Reaction
1HP170.NF,1HP170,Stroke of Foresight,3,NF,,C,1,,3,https://storage.googleapis.com/fabmaster/media/images/1HP170.width-450.png,Warrior,Attack Reaction
WTR140.NF.Alpha,WTR140,Stroke of Foresight,3,NF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR140.png,Warrior,Attack Reaction
WTR140.RF.Alpha,WTR140,Stroke of Foresight,3,RF,Alpha,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR140.png,Warrior,Attack Reaction
WTR140.NF.Unl,WTR140,Stroke of Foresight,3,NF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR140.png,Warrior,Attack Reaction
WTR140.RF.Unl,WTR140,Stroke of Foresight,3,RF,Unl,C,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR140.png,Warrior,Attack Reaction
MON239.NF.1st,MON239,Stubby Hammerers,,NF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/MON239.width-450.png,Generic,Equipment,Arms
MON239.CF.1st,MON239,Stubby Hammerers,,CF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/MON239.width-450.png,Generic,Equipment,Arms
MON239.NF.Unl,MON239,Stubby Hammerers,,NF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-MON239.width-450.png,Generic,Equipment,Arms
MON239.RF.Unl,MON239,Stubby Hammerers,,RF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-MON239.width-450.png,Generic,Equipment,Arms
UPR110.NF,UPR110,Succumb to Winter,1,NF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR110.png,Elemental,Wizard,Action
UPR110.RF,UPR110,Succumb to Winter,1,RF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR110.png,Elemental,Wizard,Action
UPR111.NF,UPR111,Succumb to Winter,2,NF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR111.png,Elemental,Wizard,Action
UPR111.RF,UPR111,Succumb to Winter,2,RF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR111.png,Elemental,Wizard,Action
UPR112.NF,UPR112,Succumb to Winter,3,NF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR112.png,Elemental,Wizard,Action
UPR112.RF,UPR112,Succumb to Winter,3,RF,,R,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR112.png,Elemental,Wizard,Action
ELE125.NF.1st,ELE125,Summerwood Shelter,1,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE125.width-450.png,Earth,Instant
ELE125.RF.1st,ELE125,Summerwood Shelter,1,RF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE125.width-450.png,Earth,Instant
ELE125.NF.Unl,ELE125,Summerwood Shelter,1,NF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE125.width-450.png,Earth,Instant
ELE125.RF.Unl,ELE125,Summerwood Shelter,1,RF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE125.width-450.png,Earth,Instant
BRI023.NF,BRI023,Summerwood Shelter,2,NF,,R,0,,,https://storage.googleapis.com/fabmaster/media/images/BRI023.width-450.png,Earth,Instant
ELE126.NF.1st,ELE126,Summerwood Shelter,2,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE126.width-450.png,Earth,Instant
ELE126.RF.1st,ELE126,Summerwood Shelter,2,RF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE126.width-450.png,Earth,Instant
ELE126.NF.Unl,ELE126,Summerwood Shelter,2,NF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE126.width-450.png,Earth,Instant
ELE126.RF.Unl,ELE126,Summerwood Shelter,2,RF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE126.width-450.png,Earth,Instant
ELE127.NF.1st,ELE127,Summerwood Shelter,3,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE127.width-450.png,Earth,Instant
ELE127.RF.1st,ELE127,Summerwood Shelter,3,RF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE127.width-450.png,Earth,Instant
ELE127.NF.Unl,ELE127,Summerwood Shelter,3,NF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE127.width-450.png,Earth,Instant
ELE127.RF.Unl,ELE127,Summerwood Shelter,3,RF,Unl,R,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE127.width-450.png,Earth,Instant
ARC212.NF.1st,ARC212,Sun Kiss,1,NF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC212.png,Generic,Action
ARC212.RF.1st,ARC212,Sun Kiss,1,RF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC212.png,Generic,Action
ARC212.NF.Unl,ARC212,Sun Kiss,1,NF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC212.png,Generic,Action
ARC212.RF.Unl,ARC212,Sun Kiss,1,RF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC212.png,Generic,Action
ARC213.NF.1st,ARC213,Sun Kiss,2,NF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC213.png,Generic,Action
ARC213.RF.1st,ARC213,Sun Kiss,2,RF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC213.png,Generic,Action
ARC213.NF.Unl,ARC213,Sun Kiss,2,NF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC213.png,Generic,Action
ARC213.RF.Unl,ARC213,Sun Kiss,2,RF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC213.png,Generic,Action
ARC214.NF.1st,ARC214,Sun Kiss,3,NF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC214.png,Generic,Action
ARC214.RF.1st,ARC214,Sun Kiss,3,RF,1st,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC214.png,Generic,Action
ARC214.NF.Unl,ARC214,Sun Kiss,3,NF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC214.png,Generic,Action
ARC214.RF.Unl,ARC214,Sun Kiss,3,RF,Unl,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC214.png,Generic,Action
DTD005.NF,DTD005,"Suraya, Archangel of Erudition",,NF,,M,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD005_BACK.png,Light,Angel,Ally
DTD005.CF,DTD005,"Suraya, Archangel of Erudition",,CF,,V,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD005_BACK_V2.png,Light,Angel,Ally
DYN212.RF,DYN212,"Suraya, Archangel of Knowledge",,RF,,L,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN212_BACK.png,Light,Illusionist,Angel,Ally
DYN212.CF,DYN212,"Suraya, Archangel of Knowledge",,CF,,L,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN212_BACK.png,Light,Illusionist,Angel,Ally
DYN212.CF,DYN212,"Suraya, Archangel of Knowledge",,CF,,V,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN212_Marvel_Back.png,Light,Illusionist,Angel,Ally
DYN192.NF,DYN192,Surgent Aethertide,,NF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN192.png,Wizard,Weapon,Staff,2H
DYN192.RF,DYN192,Surgent Aethertide,,RF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN192.png,Wizard,Weapon,Staff,2H
DYN192.CF,DYN192,Surgent Aethertide,,CF,,V,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN192_Marvel.png,Wizard,Weapon,Staff,2H
DYN122.NF,DYN122,Surgical Extraction,3,NF,,M,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN122.png,Assassin,Action,Attack
DYN122.RF,DYN122,Surgical Extraction,3,RF,,M,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN122.png,Assassin,Action,Attack
MON287.NF.1st,MON287,Surging Militia,1,NF,1st,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/MON287.width-450.png,Generic,Action,Attack
MON287.RF.1st,MON287,Surging Militia,1,RF,1st,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/MON287.width-450.png,Generic,Action,Attack
MON287.NF.Unl,MON287,Surging Militia,1,NF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/U-MON287.width-450.png,Generic,Action,Attack
MON287.RF.Unl,MON287,Surging Militia,1,RF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/U-MON287.width-450.png,Generic,Action,Attack
MON288.NF.1st,MON288,Surging Militia,2,NF,1st,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/MON288.width-450.png,Generic,Action,Attack
MON288.RF.1st,MON288,Surging Militia,2,RF,1st,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/MON288.width-450.png,Generic,Action,Attack
MON288.NF.Unl,MON288,Surging Militia,2,NF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/U-MON288.width-450.png,Generic,Action,Attack
MON288.RF.Unl,MON288,Surging Militia,2,RF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/U-MON288.width-450.png,Generic,Action,Attack
MON289.NF.1st,MON289,Surging Militia,3,NF,1st,C,2,3,2,https://storage.googleapis.com/fabmaster/media/images/MON289.width-450.png,Generic,Action,Attack
MON289.RF.1st,MON289,Surging Militia,3,RF,1st,C,2,3,2,https://storage.googleapis.com/fabmaster/media/images/MON289.width-450.png,Generic,Action,Attack
MON289.NF.Unl,MON289,Surging Militia,3,NF,Unl,C,2,3,2,https://storage.googleapis.com/fabmaster/media/images/U-MON289.width-450.png,Generic,Action,Attack
MON289.RF.Unl,MON289,Surging Militia,3,RF,Unl,C,2,3,2,https://storage.googleapis.com/fabmaster/media/images/U-MON289.width-450.png,Generic,Action,Attack
1HP125.NF,1HP125,Surging Strike,1,NF,,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/1HP125.width-450.png,Ninja,Action,Attack
KAT010.NF,KAT010,Surging Strike,1,NF,,C,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT010.png,Ninja,Action,Attack
KSU015.NF,KSU015,Surging Strike,1,NF,,C,2,5,2,https://storage.googleapis.com/fabmaster/media/images/KSU15.width-450.png,Ninja,Action,Attack
OUT083.NF,OUT083,Surging Strike,1,NF,,C,2,5,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT083.width-450.png,Ninja,Action,Attack
WTR107.NF.Alpha,WTR107,Surging Strike,1,NF,Alpha,C,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR107.png,Ninja,Action,Attack
WTR107.RF.Alpha,WTR107,Surging Strike,1,RF,Alpha,C,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR107.png,Ninja,Action,Attack
WTR107.NF.Unl,WTR107,Surging Strike,1,NF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR107.png,Ninja,Action,Attack
WTR107.RF.Unl,WTR107,Surging Strike,1,RF,Unl,C,2,5,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR107.png,Ninja,Action,Attack
1HP126.NF,1HP126,Surging Strike,2,NF,,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/1HP126.width-450.png,Ninja,Action,Attack
KAT019.NF,KAT019,Surging Strike,2,NF,,C,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT019.png,Ninja,Action,Attack
KSU020.NF,KSU020,Surging Strike,2,NF,,C,2,4,2,https://storage.googleapis.com/fabmaster/media/images/KSU20.width-450.png,Ninja,Action,Attack
OUT084.NF,OUT084,Surging Strike,2,NF,,C,2,4,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT084.width-450.png,Ninja,Action,Attack
WTR108.NF.Alpha,WTR108,Surging Strike,2,NF,Alpha,C,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR108.png,Ninja,Action,Attack
WTR108.RF.Alpha,WTR108,Surging Strike,2,RF,Alpha,C,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR108.png,Ninja,Action,Attack
WTR108.NF.Unl,WTR108,Surging Strike,2,NF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR108.png,Ninja,Action,Attack
WTR108.RF.Unl,WTR108,Surging Strike,2,RF,Unl,C,2,4,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR108.png,Ninja,Action,Attack
1HP127.NF,1HP127,Surging Strike,3,NF,,C,2,3,2,https://storage.googleapis.com/fabmaster/media/images/1HP127.width-450.png,Ninja,Action,Attack
KAT024.NF,KAT024,Surging Strike,3,NF,,C,2,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT024.png,Ninja,Action,Attack
OUT085.NF,OUT085,Surging Strike,3,NF,,C,2,3,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT085.width-450.png,Ninja,Action,Attack
WTR109.NF.Alpha,WTR109,Surging Strike,3,NF,Alpha,C,2,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR109.png,Ninja,Action,Attack
WTR109.RF.Alpha,WTR109,Surging Strike,3,RF,Alpha,C,2,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR109.png,Ninja,Action,Attack
WTR109.NF.Unl,WTR109,Surging Strike,3,NF,Unl,C,2,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR109.png,Ninja,Action,Attack
WTR109.RF.Unl,WTR109,Surging Strike,3,RF,Unl,C,2,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR109.png,Ninja,Action,Attack
1HP297.NF,1HP297,Sutcliffe's Research Notes,1,NF,,C,1,,2,https://storage.googleapis.com/fabmaster/media/images/1HP297.width-450.png,Runeblade,Action
CRU154.NF.1st,CRU154,Sutcliffe's Research Notes,1,NF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU154.png,Runeblade,Action
CRU154.RF.1st,CRU154,Sutcliffe's Research Notes,1,RF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU154-RF.png,Runeblade,Action
CRU154.NF.Unl,CRU154,Sutcliffe's Research Notes,1,NF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU154.png,Runeblade,Action
CRU154.RF.Unl,CRU154,Sutcliffe's Research Notes,1,RF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU154.png,Runeblade,Action
1HP298.NF,1HP298,Sutcliffe's Research Notes,2,NF,,C,1,,2,https://storage.googleapis.com/fabmaster/media/images/1HP298.width-450.png,Runeblade,Action
CRU155.NF.1st,CRU155,Sutcliffe's Research Notes,2,NF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU155.png,Runeblade,Action
CRU155.RF.1st,CRU155,Sutcliffe's Research Notes,2,RF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU155-RF.png,Runeblade,Action
CRU155.NF.Unl,CRU155,Sutcliffe's Research Notes,2,NF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU155.png,Runeblade,Action
CRU155.RF.Unl,CRU155,Sutcliffe's Research Notes,2,RF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU155.png,Runeblade,Action
1HP299.NF,1HP299,Sutcliffe's Research Notes,3,NF,,C,1,,2,https://storage.googleapis.com/fabmaster/media/images/1HP299.width-450.png,Runeblade,Action
CRU156.NF.1st,CRU156,Sutcliffe's Research Notes,3,NF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU156.png,Runeblade,Action
CRU156.RF.1st,CRU156,Sutcliffe's Research Notes,3,RF,1st,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU156-RF.png,Runeblade,Action
CRU156.NF.Unl,CRU156,Sutcliffe's Research Notes,3,NF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU156.png,Runeblade,Action
CRU156.RF.Unl,CRU156,Sutcliffe's Research Notes,3,RF,Unl,C,1,,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU156.png,Runeblade,Action
BRI008.NF,BRI008,Sutcliffe's Suede Hides,,NF,,C,,,0,https://storage.googleapis.com/fabmaster/media/images/BRI008.width-450.png,Runeblade,Equipment,Legs
ELE225.NF.1st,ELE225,Sutcliffe's Suede Hides,,NF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/ELE225.width-450.png,Runeblade,Equipment,Legs
ELE225.CF.1st,ELE225,Sutcliffe's Suede Hides,,CF,1st,C,,,0,https://storage.googleapis.com/fabmaster/media/images/ELE225.width-450.png,Runeblade,Equipment,Legs
ELE225.NF.Unl,ELE225,Sutcliffe's Suede Hides,,NF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-ELE225.width-450.png,Runeblade,Equipment,Legs
ELE225.RF.Unl,ELE225,Sutcliffe's Suede Hides,,RF,Unl,C,,,0,https://storage.googleapis.com/fabmaster/media/images/U-ELE225.width-450.png,Runeblade,Equipment,Legs
EVR105.NF.1st,EVR105,Swarming Gloomveil,1,NF,1st,M,0,3,3,https://storage.googleapis.com/fabmaster/media/images/EVR105.width-450.png,Runeblade,Action,Attack
EVR105.RF.1st,EVR105,Swarming Gloomveil,1,RF,1st,M,0,3,3,https://storage.googleapis.com/fabmaster/media/images/EVR105.width-450.png,Runeblade,Action,Attack
DRO017.NF,DRO017,Sweeping Blow,1,NF,,C,1,3,3,https://storage.googleapis.com/fabmaster/media/images/DRO017.width-450.png,Draconic,Illusionist,Action,Attack
UPR030.NF,UPR030,Sweeping Blow,1,NF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR030.png,Draconic,Illusionist,Action,Attack
UPR030.RF,UPR030,Sweeping Blow,1,RF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR030.png,Draconic,Illusionist,Action,Attack
UPR031.NF,UPR031,Sweeping Blow,2,NF,,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR031.png,Draconic,Illusionist,Action,Attack
UPR031.RF,UPR031,Sweeping Blow,2,RF,,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR031.png,Draconic,Illusionist,Action,Attack
DRO018.NF,DRO018,Sweeping Blow,3,NF,,C,1,1,3,https://storage.googleapis.com/fabmaster/media/images/DRO018.width-450.png,Draconic,Illusionist,Action,Attack
UPR032.NF,UPR032,Sweeping Blow,3,NF,,C,1,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR032.png,Draconic,Illusionist,Action,Attack
UPR032.RF,UPR032,Sweeping Blow,3,RF,,C,1,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR032.png,Draconic,Illusionist,Action,Attack
DYN195.NF,DYN195,Swell Tidings,1,NF,,M,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN195.png,Wizard,Action
DYN195.RF,DYN195,Swell Tidings,1,RF,,M,2,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN195.png,Wizard,Action
EVR002.NF.1st,EVR002,Swing Big,1,NF,1st,M,2,8,3,https://storage.googleapis.com/fabmaster/media/images/EVR002.width-450.png,Brute,Action,Attack
EVR002.RF.1st,EVR002,Swing Big,1,RF,1st,M,2,8,3,https://storage.googleapis.com/fabmaster/media/images/EVR002.width-450.png,Brute,Action,Attack
CRU019.NF.1st,CRU019,"Swing Fist, Think Later",1,NF,1st,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU019.png,Brute,Action,Attack
CRU019.RF.1st,CRU019,"Swing Fist, Think Later",1,RF,1st,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU019.png,Brute,Action,Attack
CRU019.NF.Unl,CRU019,"Swing Fist, Think Later",1,NF,Unl,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU019.png,Brute,Action,Attack
CRU019.RF.Unl,CRU019,"Swing Fist, Think Later",1,RF,Unl,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU019.png,Brute,Action,Attack
CRU020.NF.1st,CRU020,"Swing Fist, Think Later",2,NF,1st,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU020.png,Brute,Action,Attack
CRU020.RF.1st,CRU020,"Swing Fist, Think Later",2,RF,1st,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU020.png,Brute,Action,Attack
CRU020.NF.Unl,CRU020,"Swing Fist, Think Later",2,NF,Unl,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU020.png,Brute,Action,Attack
CRU020.RF.Unl,CRU020,"Swing Fist, Think Later",2,RF,Unl,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU020.png,Brute,Action,Attack
CRU021.NF.1st,CRU021,"Swing Fist, Think Later",3,NF,1st,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU021.png,Brute,Action,Attack
CRU021.RF.1st,CRU021,"Swing Fist, Think Later",3,RF,1st,C,1,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU021.png,Brute,Action,Attack
